model,regYear,regMonth,carCommentVolum,newsReplyVolum
f270f6a489c6a9d7,2017,5,53,96
f270f6a489c6a9d7,2017,6,32,1273
f270f6a489c6a9d7,2017,7,35,1131
f270f6a489c6a9d7,2017,8,52,1200
f270f6a489c6a9d7,2017,9,44,302
f270f6a489c6a9d7,2017,10,48,62
f270f6a489c6a9d7,2017,11,26,18
f270f6a489c6a9d7,2017,12,31,278
f5d69960089c3614,2016,1,23,317
f5d69960089c3614,2016,2,33,170
f5d69960089c3614,2016,3,47,839
f5d69960089c3614,2016,4,31,43
f5d69960089c3614,2016,5,68,1787
f5d69960089c3614,2016,6,43,652
f5d69960089c3614,2016,7,45,1721
f5d69960089c3614,2016,8,58,750
f5d69960089c3614,2016,9,84,1414
f5d69960089c3614,2016,10,93,493
f5d69960089c3614,2016,11,127,48
f5d69960089c3614,2016,12,152,568
f5d69960089c3614,2017,1,108,1187
f5d69960089c3614,2017,2,60,583
f5d69960089c3614,2017,3,111,85
f5d69960089c3614,2017,4,92,1130
f5d69960089c3614,2017,5,195,234
f5d69960089c3614,2017,6,147,2304
f5d69960089c3614,2017,7,54,1079
f5d69960089c3614,2017,8,99,1166
f5d69960089c3614,2017,9,107,569
f5d69960089c3614,2017,10,50,4936
f5d69960089c3614,2017,11,44,20770
f5d69960089c3614,2017,12,55,11508
f8a6975573af1b33,2016,1,23,2104
f8a6975573af1b33,2016,2,15,293
f8a6975573af1b33,2016,3,26,4535
f8a6975573af1b33,2016,4,18,825
f8a6975573af1b33,2016,5,74,1378
f8a6975573af1b33,2016,6,79,1540
f8a6975573af1b33,2016,7,118,961
f8a6975573af1b33,2016,8,100,1253
f8a6975573af1b33,2016,9,150,1340
f8a6975573af1b33,2016,10,129,2321
f8a6975573af1b33,2016,11,150,4534
f8a6975573af1b33,2016,12,424,922
f8a6975573af1b33,2017,1,337,2337
f8a6975573af1b33,2017,2,449,1195
f8a6975573af1b33,2017,3,603,137
f8a6975573af1b33,2017,4,350,713
f8a6975573af1b33,2017,5,437,859
f8a6975573af1b33,2017,6,434,356
f8a6975573af1b33,2017,7,478,1039
f8a6975573af1b33,2017,8,625,185
f8a6975573af1b33,2017,9,614,841
f8a6975573af1b33,2017,10,579,2874
f8a6975573af1b33,2017,11,535,220
f8a6975573af1b33,2017,12,343,74
fc32b1a017b34efe,2016,1,5,2205
fc32b1a017b34efe,2016,2,19,1400
fc32b1a017b34efe,2016,3,21,2250
fc32b1a017b34efe,2016,4,16,2454
fc32b1a017b34efe,2016,5,11,3140
fc32b1a017b34efe,2016,6,38,333
fc32b1a017b34efe,2016,7,23,1221
fc32b1a017b34efe,2016,8,22,125
fc32b1a017b34efe,2016,9,29,813
fc32b1a017b34efe,2016,10,30,1756
fc32b1a017b34efe,2016,11,25,1527
fc32b1a017b34efe,2016,12,27,43
fc32b1a017b34efe,2017,1,32,1442
fc32b1a017b34efe,2017,2,36,2038
fc32b1a017b34efe,2017,3,113,4911
fc32b1a017b34efe,2017,4,97,2247
fc32b1a017b34efe,2017,5,63,4204
fc32b1a017b34efe,2017,6,59,339
fc32b1a017b34efe,2017,7,98,56
fc32b1a017b34efe,2017,8,126,28
fc32b1a017b34efe,2017,9,187,38
fc32b1a017b34efe,2017,10,150,26
fc32b1a017b34efe,2017,11,79,341
fc32b1a017b34efe,2017,12,86,320
fde95ea242abd896,2016,1,2,380
fde95ea242abd896,2016,2,4,881
fde95ea242abd896,2016,3,8,553
fde95ea242abd896,2016,4,6,1908
fde95ea242abd896,2016,5,14,2469
fde95ea242abd896,2016,6,18,1410
fde95ea242abd896,2016,7,16,3203
fde95ea242abd896,2016,8,35,1513
fde95ea242abd896,2016,9,35,2458
fde95ea242abd896,2016,10,31,3275
fde95ea242abd896,2016,11,23,1633
fde95ea242abd896,2016,12,25,451
fde95ea242abd896,2017,1,45,1156
fde95ea242abd896,2017,2,73,5872
fde95ea242abd896,2017,3,83,5529
fde95ea242abd896,2017,4,56,397
fde95ea242abd896,2017,5,56,417
fde95ea242abd896,2017,6,64,309
fde95ea242abd896,2017,7,93,75
fde95ea242abd896,2017,8,129,2336
fde95ea242abd896,2017,9,107,1245
fde95ea242abd896,2017,10,68,65
fde95ea242abd896,2017,11,139,106
fde95ea242abd896,2017,12,81,515
feabbf46658382b9,2016,1,70,5680
feabbf46658382b9,2016,2,123,2318
feabbf46658382b9,2016,3,167,5991
feabbf46658382b9,2016,4,205,3195
feabbf46658382b9,2016,5,224,2061
feabbf46658382b9,2016,6,253,4965
feabbf46658382b9,2016,7,193,3315
feabbf46658382b9,2016,8,284,328
feabbf46658382b9,2016,9,213,2234
feabbf46658382b9,2016,10,297,3089
feabbf46658382b9,2016,11,381,961
feabbf46658382b9,2016,12,588,2668
feabbf46658382b9,2017,1,239,2965
feabbf46658382b9,2017,2,266,4328
feabbf46658382b9,2017,3,457,3270
feabbf46658382b9,2017,4,305,2048
feabbf46658382b9,2017,5,260,3036
feabbf46658382b9,2017,6,757,1909
feabbf46658382b9,2017,7,1133,3717
feabbf46658382b9,2017,8,1604,1301
feabbf46658382b9,2017,9,1494,1011
feabbf46658382b9,2017,10,1065,2414
feabbf46658382b9,2017,11,561,2195
feabbf46658382b9,2017,12,586,4423
